Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,most_played_mode
mɑster,1357398,789,4.79,11.9,6611,27904,43788,395360,1039,5.63,21.3,4879,21608,11602,784216.0,421.0,4.96,17.7,2383.0,9728.0,29470.0,1292171.0,1038.0,4.64,16.2,6401.0,24896.0,44785.0,50984.0,239.0,213.0,6.87,37.9,631.0,2693.0,1313.0,Solo
6GG,153262,34,1.63,4.5,762,1186,6670,1934605,1552,4.3,26.0,5980,19058,60277,179292.0,70.0,1.57,9.1,772.0,1099.0,7862.0,1559584.0,826.0,3.16,15.1,5475.0,14674.0,54515.0,174520.0,80.0,72.0,5.96,13.9,577.0,2962.0,4938.0,Duos
CrAzZy GiRLツ,471294,73,1.07,1.3,5756,6071,19337,2360620,834,1.27,4.9,16912,20468,94389,159009.0,65.0,1.79,9.4,691.0,1119.0,6078.0,825410.0,184.0,1.18,3.3,5563.0,6353.0,33597.0,614847.0,129.0,169.0,3.67,5.2,2489.0,8664.0,19361.0,Duos
butchersdr,72720,17,1.32,2.0,868,1125,2980,3030494,1453,2.46,7.3,19977,45490,116177,100535.0,22.0,1.99,4.4,502.0,955.0,4540.0,618745.0,221.0,1.7,3.0,7303.0,12071.0,25040.0,206205.0,62.0,39.0,11.71,9.9,625.0,6591.0,6468.0,Duos
MaCleanAR,574257,40,0.91,0.8,5109,4629,25779,1927192,834,1.29,5.1,16451,20075,74026,454827.0,75.0,1.13,2.8,2719.0,2977.0,21305.0,865378.0,128.0,1.23,2.0,6487.0,7806.0,36848.0,115837.0,32.0,41.0,2.03,4.1,775.0,1512.0,3498.0,Duos
nAsTYxbone,85869,21,1.36,6.1,343,438,3838,2193566,843,1.73,7.9,10640,16905,90631,257766.0,123.0,2.65,13.5,912.0,2089.0,10404.0,1275760.0,304.0,1.35,5.1,5996.0,7661.0,54554.0,1728762.0,392.0,270.0,4.1,7.6,5167.0,19589.0,47610.0,Duos
EDCOMED,1665274,177,0.92,2.0,9004,8146,83480,1930748,372,0.86,3.5,10646,8850,99973,142286.0,9.0,0.88,1.4,640.0,554.0,7395.0,73352.0,10.0,0.78,1.5,653.0,502.0,3600.0,807650.0,192.0,713.0,1.06,3.3,5760.0,5883.0,38645.0,Duos
Spary 69,1359115,186,0.97,2.8,6707,6296,58187,896384,241,0.74,4.5,5414,3829,39780,199282.0,41.0,1.07,4.5,909.0,925.0,8974.0,1369717.0,214.0,0.93,3.0,7081.0,6417.0,59872.0,262831.0,18.0,17.0,1.84,1.7,1069.0,1930.0,9836.0,Squads
scoutii poo,1560451,644,3.63,9.4,6840,22521,50754,1028898,636,3.9,11.0,5798,20157,35537,87288.0,31.0,3.35,8.7,357.0,1093.0,3465.0,1140344.0,547.0,3.13,7.8,6995.0,20155.0,41427.0,306684.0,130.0,117.0,5.27,11.2,1156.0,5409.0,8315.0,Squads
Zoe ム,148859,52,2.04,6.9,755,1433,5478,2230567,1313,1.19,8.4,15580,16938,81809,303717.0,201.0,1.61,11.7,1718.0,2437.0,10887.0,1130919.0,458.0,0.85,4.7,9702.0,7879.0,46331.0,82310.0,53.0,38.0,3.16,13.7,387.0,1057.0,2407.0,Duos
Mr_Foco_ ON IG,282493,25,0.77,0.9,2917,2239,12140,2605577,1298,1.5,8.4,15504,21324,100147,433150.0,208.0,2.09,11.8,1756.0,3235.0,18210.0,488166.0,103.0,1.12,2.8,3630.0,3938.0,20427.0,413208.0,84.0,116.0,1.93,3.3,2574.0,4800.0,12734.0,Duos
69ッッッ,370635,350,5.19,24.9,1405,5472,11860,1655445,1409,6.34,25.4,5544,26212,58212,263503.0,240.0,9.43,37.9,633.0,3706.0,9026.0,1520882.0,1417.0,6.97,32.0,4431.0,21005.0,48209.0,246793.0,163.0,165.0,5.95,19.2,849.0,4080.0,8218.0,Duos
Ghizzawi-_-,373394,144,1.62,3.5,4171,6521,13395,2137149,1358,2.41,8.5,15932,35111,71273,163147.0,69.0,2.83,9.3,738.0,1893.0,6434.0,1132104.0,543.0,2.11,5.6,9648.0,19201.0,40854.0,81496.0,19.0,23.0,4.43,3.8,496.0,2111.0,2644.0,Duos
Nekkern88,2836067,307,0.84,2.4,12921,10587,134131,150836,55,1.55,8.0,688,982,6484,87142.0,15.0,0.91,3.3,459.0,402.0,4398.0,735895.0,121.0,1.05,3.1,3850.0,3905.0,33471.0,165327.0,0.0,3.0,3.11,0.0,510.0,1585.0,6334.0,Solo
keyboardreyli,790158,405,2.75,14.4,2806,6594,28710,693275,426,1.41,9.5,4500,5733,25451,308050.0,132.0,2.04,11.1,1192.0,2167.0,13471.0,2022858.0,1057.0,2.31,13.2,7988.0,16044.0,73742.0,252455.0,72.0,102.0,3.06,6.1,1178.0,3386.0,8439.0,Squads
crazy noob21,737878,119,0.78,2.8,4237,3192,32246,1875812,748,0.87,7.8,9544,7675,80130,244907.0,112.0,1.56,12.0,936.0,1285.0,10003.0,943139.0,177.0,0.76,3.4,5182.0,3823.0,42297.0,1524373.0,65.0,46.0,4.94,2.6,2490.0,11982.0,32073.0,Duos
ｲﾘムﾑ,149366,32,1.86,5.3,608,1071,5801,1979809,1053,2.28,13.4,7861,15524,72044,559068.0,395.0,4.55,24.4,1621.0,5579.0,19171.0,1116626.0,364.0,2.34,7.9,4595.0,9880.0,42100.0,845414.0,250.0,226.0,4.27,7.9,3146.0,12357.0,26905.0,Duos
Haitorii,298974,25,1.12,1.2,2163,2400,13657,3484282,1089,1.93,4.7,23093,42564,138201,2457.0,0.0,6.83,0.0,6.0,41.0,92.0,17595.0,4.0,2.16,3.7,109.0,227.0,663.0,230756.0,12.0,17.0,8.1,2.1,571.0,4529.0,6414.0,Duos
JINZﱞO,1044079,551,2.77,7.1,7731,19911,36164,1144553,891,3.72,12.6,7072,23019,36689,190981.0,76.0,3.19,9.9,767.0,2205.0,7497.0,1422170.0,808.0,3.48,11.2,7246.0,22376.0,48230.0,234010.0,95.0,93.0,3.39,7.4,1281.0,4019.0,6545.0,Solo
StyxiΨ,207069,15,0.75,1.1,1320,985,9573,2749650,576,1.06,3.1,18591,19071,121791,270826.0,52.0,1.24,3.5,1505.0,1804.0,12549.0,573618.0,76.0,1.12,2.3,3275.0,3577.0,25967.0,206076.0,13.0,31.0,2.94,1.4,960.0,2780.0,8005.0,Duos
WraithFunky,1326908,126,1.37,1.9,6616,8906,54063,2115418,673,1.72,7.4,9147,14600,87176,31202.0,11.0,2.35,9.6,114.0,242.0,1218.0,333361.0,99.0,2.48,8.1,1229.0,2806.0,12932.0,2877.0,0.0,0.0,2.64,0.0,11.0,29.0,103.0,Duos
GayPrideGamer,629720,69,1.08,2.0,3475,3663,28043,2000431,408,0.71,2.2,18743,12948,92415,370703.0,38.0,0.87,1.4,2636.0,2249.0,17564.0,798829.0,99.0,0.8,1.7,5693.0,4500.0,36876.0,6223.0,1.0,4.0,0.31,1.3,79.0,24.0,321.0,Duos
bib_hop,43836,1,1.07,0.4,248,265,1911,3538172,965,1.3,5.6,17281,21256,148369,102740.0,38.0,1.42,8.1,469.0,612.0,4099.0,117562.0,13.0,1.16,2.0,641.0,726.0,4924.0,15613.0,1.0,2.0,2.92,1.9,53.0,152.0,594.0,Duos
KKILLER ANGEL,225146,9,0.7,0.5,1964,1368,10122,2748207,632,0.87,3.7,16969,14210,120184,299203.0,66.0,1.37,4.2,1578.0,2065.0,13001.0,524198.0,53.0,0.82,1.5,3639.0,2941.0,23436.0,483992.0,56.0,53.0,2.21,4.1,1382.0,2926.0,10322.0,Duos
UwU Cthulhu,103389,19,0.95,1.7,1104,1026,4550,2762440,1053,1.69,7.2,14539,22779,107277,203675.0,89.0,2.34,11.9,746.0,1536.0,8346.0,723892.0,157.0,1.44,4.4,3560.0,4889.0,30915.0,500627.0,69.0,99.0,7.14,4.1,1664.0,11384.0,16970.0,Duos
rac711,107596,12,1.01,2.9,413,404,4620,3170533,854,0.77,5.0,17057,12486,140806,145110.0,41.0,0.81,5.9,696.0,528.0,6403.0,372035.0,63.0,0.72,3.4,1874.0,1304.0,16273.0,1646587.0,60.0,21.0,1.29,4.4,1365.0,1683.0,16529.0,Duos
Liquid Alixxa,3015392,1726,3.4,14.3,12051,35148,103137,130071,208,3.41,17.5,1188,3340,3918,75198.0,53.0,4.14,24.4,217.0,679.0,2767.0,572654.0,501.0,3.05,13.7,3649.0,9599.0,19611.0,124925.0,73.0,61.0,7.54,14.7,495.0,3182.0,4004.0,Solo
XxS_Wingert,1491024,375,0.61,5.2,7148,4106,69489,709305,434,1.83,13.6,3186,5028,28692,108112.0,69.0,3.82,19.6,352.0,1081.0,4281.0,1482069.0,729.0,1.64,12.1,6004.0,8647.0,62011.0,56856.0,7.0,15.0,1.02,2.7,258.0,255.0,2022.0,Solo
Venasty Ankou,740901,164,1.57,2.6,6239,9546,28742,995804,670,1.89,7.4,9066,15896,33850,440211.0,114.0,1.23,5.4,2113.0,2466.0,20525.0,1610980.0,444.0,1.66,3.6,12262.0,19658.0,65828.0,80526.0,17.0,19.0,3.44,4.4,386.0,1270.0,1637.0,Squads
pughiee,107836,95,2.54,5.4,1770,4259,4118,2738162,2528,2.8,17.3,14579,33712,91632,114899.0,62.0,3.01,15.7,395.0,1002.0,4448.0,824958.0,592.0,2.5,9.5,6254.0,14182.0,31057.0,121230.0,85.0,115.0,3.36,10.5,807.0,2427.0,3741.0,Duos
FraGmenT23,799701,208,1.26,4.3,4855,5860,35984,2035484,1204,2.33,11.4,10600,21910,80532,207700.0,110.0,2.84,14.9,737.0,1778.0,8746.0,741658.0,268.0,1.45,4.4,6103.0,8434.0,31917.0,453590.0,70.0,42.0,6.3,5.5,1272.0,7574.0,13308.0,Duos
Jaiden Maynee,380673,145,2.31,7.6,1920,4100,14870,2013235,1571,3.55,18.8,8373,24181,69909,527040.0,257.0,2.29,13.6,1884.0,3725.0,22870.0,863584.0,397.0,2.34,9.2,4338.0,9210.0,34030.0,105016.0,69.0,78.0,4.46,14.3,484.0,1852.0,3662.0,Duos
fat deg on kava,6929,3,0.95,2.8,108,100,311,3607545,2360,2.92,12.0,19644,50486,122150,4269.0,1.0,2.87,6.2,16.0,43.0,182.0,168543.0,62.0,1.47,2.0,3057.0,4417.0,6895.0,42796.0,21.0,17.0,3.34,8.6,245.0,749.0,779.0,Duos
Jano0o_o,68895,11,1.12,2.5,432,473,2907,2733785,1260,1.57,9.0,14021,20092,105609,280716.0,130.0,2.24,12.3,1061.0,2083.0,11282.0,692469.0,160.0,1.41,4.2,3846.0,5212.0,28828.0,454769.0,160.0,237.0,3.51,9.0,1785.0,5708.0,16649.0,Duos
Jeninator_,910273,222,1.56,1.8,12302,18802,34291,790564,570,2.0,7.4,7659,14147,27139,229998.0,108.0,2.85,11.6,934.0,2351.0,8463.0,1843566.0,687.0,1.71,4.3,15818.0,25855.0,66917.0,109523.0,73.0,88.0,2.63,6.9,1053.0,2580.0,3580.0,Squads
BEQA paranoia,1545200,1070,2.69,14.1,7583,17518,57967,770403,419,2.96,9.4,4436,11872,31973,,,,,,,,1455475.0,734.0,2.74,9.4,7836.0,19490.0,57242.0,72910.0,41.0,35.0,4.5,10.8,380.0,1524.0,2516.0,Squads
hamadibkr11,1361366,153,1.08,1.9,7873,8322,58277,1679081,470,1.48,6.0,7854,10948,71832,22101.0,4.0,0.82,2.7,146.0,116.0,1074.0,715449.0,89.0,1.31,2.4,3685.0,4711.0,31505.0,1648040.0,10.0,41.0,2.83,0.2,4912.0,13857.0,64087.0,Solo
Каїz,20425,33,3.33,8.1,405,1237,739,2721762,2327,4.61,19.5,11930,44313,89020,162073.0,70.0,3.49,11.3,618.0,1912.0,6530.0,873673.0,859.0,4.04,15.6,5521.0,18830.0,30015.0,27816.0,30.0,34.0,5.67,18.5,162.0,748.0,831.0,Duos
x2jordan. iwnl,483471,64,1.24,1.5,4266,5221,18315,1870130,757,2.02,7.2,10495,19679,73521,295751.0,135.0,2.75,11.7,1151.0,2796.0,12299.0,1128591.0,408.0,1.79,6.2,6530.0,10939.0,44471.0,560401.0,41.0,45.0,5.13,2.6,1582.0,7907.0,13092.0,Duos
Twitch Dakilla84,296368,80,1.88,3.0,2678,4877,10248,2131777,1436,3.44,13.2,10855,32441,73395,301043.0,129.0,3.58,10.9,1186.0,3786.0,11310.0,1047213.0,325.0,2.27,4.3,7561.0,16458.0,38363.0,66471.0,17.0,24.0,4.29,3.6,470.0,1943.0,2275.0,Duos
Xen Lvk0 TTV,1022652,274,2.31,5.2,5298,11593,40079,666965,931,4.08,20.4,4571,14845,21854,565075.0,223.0,2.1,10.2,2178.0,4109.0,25310.0,1521558.0,773.0,2.78,11.4,6798.0,16727.0,59865.0,76205.0,48.0,49.0,5.27,10.5,459.0,2167.0,2460.0,Squads
Je2Any Bruce Lee,2086999,171,0.93,1.1,16152,14859,92016,637243,183,1.09,3.0,6087,6429,26041,118971.0,14.0,1.45,2.0,710.0,1009.0,5251.0,920011.0,76.0,0.91,0.9,8107.0,7301.0,40366.0,962812.0,92.0,84.0,2.14,2.0,4611.0,9691.0,28821.0,Solo
CanDook,3182460,1878,2.71,10.1,18604,45245,132399,110805,137,2.84,9.5,1442,3703,4124,137264.0,48.0,1.4,8.2,584.0,753.0,6412.0,344368.0,450.0,2.89,18.5,2439.0,5758.0,17016.0,173360.0,230.0,89.0,4.32,14.6,1575.0,5806.0,5599.0,Solo
Ninjassian,539506,92,1.17,2.0,4651,5340,21144,1659130,991,1.26,8.3,11957,13863,61007,352633.0,188.0,2.13,14.6,1291.0,2352.0,13768.0,1211470.0,382.0,1.62,5.9,6491.0,9927.0,45651.0,480945.0,210.0,295.0,1.93,6.5,3223.0,5825.0,15866.0,Duos
CordobezFer,1188186,824,4.21,13.3,6183,22557,38747,1082168,1651,5.96,30.2,5472,22766,35603,303801.0,289.0,12.21,44.3,652.0,4433.0,9005.0,1198882.0,1050.0,4.73,21.2,4942.0,18411.0,39912.0,24468.0,35.0,12.0,5.61,17.9,196.0,903.0,769.0,Solo
Betty Drillza,1699152,128,0.87,1.1,11525,9863,74110,808375,259,0.93,5.3,4899,4293,34143,317992.0,103.0,1.03,6.3,1628.0,1564.0,14079.0,949510.0,123.0,0.78,1.9,6561.0,5019.0,42158.0,208385.0,36.0,38.0,2.46,3.6,1007.0,2390.0,7792.0,Solo
SuperBambiPanda,1034594,67,0.82,1.1,6200,5038,48188,1280259,443,1.29,6.9,6410,7672,55881,191164.0,47.0,1.72,5.5,853.0,1389.0,8994.0,1265635.0,230.0,1.29,3.5,6608.0,8224.0,56212.0,85347.0,16.0,20.0,1.69,3.8,424.0,689.0,3423.0,Squads
ProgramFN,497311,238,2.46,5.3,4464,10406,15480,1761830,1378,3.03,13.8,9969,25991,57824,6217.0,3.0,1.75,13.0,23.0,35.0,218.0,1500472.0,875.0,2.68,9.9,8853.0,21403.0,49868.0,269681.0,65.0,75.0,11.71,7.2,904.0,9826.0,9262.0,Duos
Zara Coconut,255935,24,0.62,1.3,1813,1103,12063,1797699,991,1.28,11.3,8791,9967,68981,312142.0,94.0,1.24,5.9,1581.0,1851.0,13690.0,1402081.0,337.0,0.86,4.3,7909.0,6497.0,60702.0,487885.0,64.0,85.0,2.83,4.2,1515.0,4110.0,15525.0,Duos
nightrixツ,766991,437,2.13,7.2,6082,12035,30162,2302979,1588,2.58,17.5,9091,19327,80548,69775.0,15.0,1.25,4.2,357.0,428.0,3332.0,625321.0,444.0,2.23,9.5,4680.0,9442.0,23456.0,464102.0,222.0,175.0,3.87,11.4,1946.0,6674.0,13911.0,Duos
iloucha,3743291,739,1.52,3.0,24789,36657,146649,20860,134,0.86,2.3,5794,4852,906,457.0,0.0,0.8,0.0,5.0,4.0,22.0,2819.0,15.0,0.93,1.1,1402.0,1291.0,140.0,295420.0,66.0,45.0,2.73,2.2,3027.0,8097.0,9533.0,Solo
Twitch_PuZiiyoッ,142442,290,5.68,21.8,1328,5898,4797,3438867,7594,9.76,52.7,14422,66666,104666,42430.0,43.0,9.56,47.3,91.0,459.0,1339.0,141528.0,211.0,6.26,29.9,705.0,3093.0,4757.0,139246.0,378.0,364.0,7.55,38.6,980.0,4545.0,4042.0,Duos
two pay pau,470396,84,1.07,2.6,3202,3324,19603,1365796,676,1.87,9.6,7044,11895,52076,325614.0,102.0,1.59,7.0,1467.0,2172.0,14763.0,1602459.0,476.0,1.5,5.9,8005.0,11261.0,66611.0,161789.0,59.0,88.0,1.45,5.4,1101.0,1508.0,5722.0,Squads
Chugga626_TDG,3382617,299,0.92,2.0,15193,13730,159684,77588,32,1.27,7.8,408,479,3171,34399.0,12.0,1.15,7.7,155.0,164.0,1514.0,272673.0,27.0,0.82,1.4,1895.0,1540.0,12064.0,18305.0,5.0,8.0,0.48,2.8,179.0,83.0,869.0,Solo
Twitch TritLive,1022342,53,1.2,0.5,11463,13696,43663,1575456,796,2.29,10.1,7864,16172,55815,514008.0,135.0,1.23,6.2,2168.0,2498.0,23666.0,648023.0,113.0,1.37,2.1,5497.0,7367.0,26658.0,68027.0,32.0,34.0,2.08,6.1,528.0,1030.0,2170.0,Solo
SchwarzPanda,16166,4,0.54,3.8,105,55,771,2071612,1375,1.88,16.7,8241,12899,79997,302499.0,232.0,2.61,25.5,911.0,1772.0,11551.0,1369713.0,531.0,1.1,7.3,7262.0,7372.0,58562.0,273868.0,79.0,83.0,4.1,11.5,689.0,2503.0,6944.0,Duos
TROUBLE 凸-_-凸,298375,33,0.99,1.5,2201,2137,12848,1232290,733,1.69,10.1,7284,11093,45602,105266.0,32.0,1.52,6.9,462.0,655.0,4469.0,2128876.0,495.0,1.18,3.6,13896.0,15756.0,87988.0,99153.0,34.0,35.0,2.53,6.6,513.0,1214.0,3315.0,Squads
sky133801,554354,24,1.03,0.4,6106,6247,22566,2773314,760,1.37,3.6,20968,27650,110891,111690.0,17.0,1.51,2.6,653.0,958.0,4752.0,315037.0,31.0,1.16,1.1,2703.0,3103.0,13078.0,91931.0,22.0,29.0,1.51,2.8,773.0,1136.0,3361.0,Duos
JJ.1SHOT-FB,976925,396,2.4,8.6,4605,10121,35932,1398252,967,4.34,21.1,4578,15681,50891,143637.0,82.0,3.41,15.8,519.0,1490.0,5709.0,1239266.0,557.0,2.79,11.2,4985.0,12371.0,47000.0,139857.0,43.0,40.0,3.67,5.5,777.0,2697.0,4997.0,Squads
ツCasul,260127,44,1.16,3.3,1338,1495,11123,2674824,1229,1.48,8.4,14630,19813,107129,241635.0,65.0,1.27,6.7,976.0,1157.0,11845.0,582930.0,117.0,1.2,3.6,3246.0,3760.0,25534.0,37509.0,21.0,26.0,2.14,5.9,356.0,716.0,1262.0,Duos
Redvines,554686,101,1.95,3.8,2633,4925,22038,2391187,1809,4.95,27.2,6659,24019,84758,123505.0,43.0,2.2,8.4,512.0,1034.0,5293.0,685210.0,203.0,3.98,7.8,2617.0,9597.0,26522.0,344486.0,196.0,305.0,4.6,18.5,1060.0,3973.0,11895.0,Duos
Twitch ItsCaedo,156278,73,2.12,5.7,1285,2575,6003,3073294,2363,3.03,17.5,13484,33747,102589,105685.0,49.0,1.96,12.9,379.0,648.0,4181.0,420066.0,209.0,2.16,7.7,2726.0,5449.0,15837.0,64800.0,49.0,46.0,3.9,17.9,274.0,878.0,1995.0,Duos
CoachNick1,941913,120,0.77,3.0,4006,2974,43289,1622207,628,0.41,7.5,8398,3209,73749,149504.0,56.0,0.48,8.8,634.0,275.0,7052.0,1044921.0,341.0,0.64,8.1,4201.0,2459.0,45826.0,519238.0,12.0,28.0,2.83,0.8,1569.0,4410.0,19988.0,Duos
Arg-DAVID_KOF,651508,119,1.42,3.1,3881,5347,25270,2115730,1015,2.02,10.0,10177,18469,80408,207366.0,123.0,3.87,19.2,639.0,1998.0,7498.0,776681.0,280.0,2.27,9.2,3032.0,6245.0,29277.0,1429637.0,94.0,106.0,8.84,2.9,3224.0,27671.0,39967.0,Duos
کLegustک,942381,148,1.33,2.6,5639,7287,41355,302335,110,2.02,6.9,1593,3000,11988,631570.0,163.0,1.53,5.3,3063.0,4429.0,29410.0,1879467.0,412.0,1.56,4.2,9733.0,14511.0,81755.0,114684.0,22.0,28.0,2.72,3.5,624.0,1636.0,4141.0,Squads
лegaл ay лол,1100980,181,1.09,2.0,9195,9826,46487,451688,212,1.32,6.5,3250,4003,18115,772471.0,210.0,1.11,5.2,4060.0,4280.0,37458.0,1428908.0,339.0,1.21,3.3,10425.0,12155.0,61420.0,157976.0,30.0,29.0,1.74,2.4,1265.0,2152.0,4975.0,Squads
ᴛᴡɪᴛᴄʜ UMB0T5,877390,185,2.33,3.9,4774,10704,31754,592934,318,2.97,9.0,3525,9517,21770,848172.0,294.0,3.01,8.0,3658.0,10135.0,35835.0,1432405.0,406.0,2.61,5.3,7617.0,18820.0,55453.0,659044.0,105.0,105.0,4.52,4.0,2614.0,11348.0,18486.0,Squads
Ｌ３ＮＮ,268302,171,4.32,19.3,885,3086,9020,2436038,3298,6.73,43.4,7607,29002,73424,152806.0,156.0,9.38,49.8,313.0,1472.0,4511.0,895879.0,788.0,5.07,29.0,2715.0,9776.0,30096.0,246779.0,147.0,111.0,6.99,17.1,859.0,4980.0,6626.0,Duos
Serious Hakid,114613,5,0.81,0.5,984,796,5000,2919610,1026,1.2,5.2,19854,22680,118355,281441.0,79.0,1.83,5.5,1435.0,2479.0,11606.0,431914.0,65.0,0.88,1.7,3835.0,3328.0,18606.0,508611.0,36.0,91.0,2.19,1.5,2421.0,5228.0,17549.0,Duos
Sahag_TheKing,578252,93,0.95,1.6,5987,5570,24786,1832625,630,1.29,6.2,10138,12293,77778,234161.0,57.0,1.11,4.8,1190.0,1257.0,10896.0,1102586.0,228.0,1.02,2.5,9266.0,9228.0,47227.0,684758.0,143.0,202.0,1.82,3.8,3793.0,6639.0,22311.0,Duos
Timzoes,2191114,1687,7.67,29.9,5636,30299,61124,279008,210,4.26,17.1,1225,4323,9556,141232.0,70.0,3.23,12.5,562.0,1589.0,5645.0,1135873.0,776.0,4.92,20.3,3831.0,15043.0,38603.0,173296.0,45.0,38.0,6.2,9.3,483.0,2716.0,3895.0,Solo
THE PUNISHΞR,112924,15,1.66,2.1,712,1159,4442,2843708,1959,2.97,19.3,10153,24347,96401,335583.0,185.0,3.57,16.8,1104.0,3280.0,12080.0,459834.0,177.0,2.05,7.9,2246.0,4235.0,17138.0,204681.0,74.0,85.0,4.18,12.2,606.0,2224.0,4799.0,Duos
PG.PETER,1826254,270,0.96,1.5,18393,17385,76812,496220,218,1.07,4.8,4515,4613,20118,281558.0,77.0,0.77,5.4,1435.0,1041.0,14305.0,1133242.0,236.0,0.91,2.8,8378.0,7392.0,49895.0,202566.0,47.0,82.0,1.94,2.9,1630.0,3072.0,6774.0,Solo
eboyakill,632640,108,0.48,4.8,2258,1022,30346,2293483,1582,0.26,20.0,7918,1631,105513,121716.0,73.0,0.26,19.9,367.0,76.0,5726.0,700484.0,275.0,0.21,9.8,2796.0,528.0,33230.0,290207.0,49.0,122.0,1.37,5.4,901.0,1163.0,11700.0,Duos
TTV OTigreChino,1149428,214,1.21,2.6,8231,9731,47854,835051,421,1.89,9.8,4293,7312,32307,276272.0,54.0,1.28,4.4,1240.0,1515.0,14137.0,1482930.0,423.0,1.49,5.0,8423.0,11940.0,63483.0,33070.0,15.0,19.0,3.37,6.6,226.0,712.0,1220.0,Squads
Bharat-ka-Sapoot,2663593,534,1.3,4.2,12680,15810,106132,201793,48,0.76,3.2,1480,1088,8787,17785.0,13.0,2.02,19.1,68.0,111.0,596.0,869274.0,228.0,1.35,5.4,4239.0,5396.0,34572.0,367734.0,97.0,94.0,1.78,4.8,2030.0,3434.0,14197.0,Solo
4R4G0R,446945,55,1.15,2.1,2568,2881,18964,1879098,1047,1.99,10.8,9668,17126,70434,395223.0,120.0,1.23,7.0,1709.0,1947.0,18345.0,1013304.0,297.0,1.42,5.3,5643.0,7568.0,41697.0,339871.0,189.0,229.0,2.11,8.4,2237.0,4312.0,10149.0,Duos
mattG3llo_twtch,650982,72,0.8,0.8,9009,7144,26777,2402507,1439,2.44,13.6,10577,22270,87612,211431.0,156.0,3.67,24.7,632.0,1748.0,7260.0,473447.0,122.0,1.85,4.7,2591.0,4560.0,18562.0,744145.0,67.0,71.0,4.84,2.9,2342.0,11015.0,18775.0,Duos
CIK_Dusha,1800395,260,1.48,2.2,11758,16984,71372,780968,221,1.64,3.9,5671,8956,30496,227923.0,36.0,1.54,2.8,1300.0,1951.0,10471.0,921973.0,194.0,1.77,3.7,5256.0,8977.0,37322.0,191607.0,45.0,78.0,2.23,4.3,1044.0,2231.0,7138.0,Solo
monkey D brg,966522,124,1.09,1.7,7433,7965,42196,349722,150,0.99,3.4,4463,4289,14844,611905.0,145.0,1.81,5.0,2928.0,5025.0,28112.0,1809891.0,363.0,1.3,3.0,11967.0,15104.0,78436.0,14385.0,4.0,5.0,1.06,1.2,341.0,357.0,398.0,Squads
eLiXr Rhubarb,536894,396,1.82,9.6,4127,6807,20393,1266456,942,2.23,14.1,6694,12811,49820,109902.0,89.0,4.73,27.8,320.0,1093.0,3989.0,1826340.0,1293.0,2.24,16.4,7880.0,14780.0,71076.0,225492.0,34.0,18.0,7.89,4.5,763.0,5752.0,7400.0,Squads
BotieL,701606,68,1.3,1.5,4459,5730,30718,1520361,515,2.03,5.8,8845,16899,60421,573475.0,147.0,2.03,5.2,2854.0,5494.0,25053.0,936428.0,171.0,1.71,3.1,5537.0,9201.0,39587.0,161158.0,49.0,67.0,2.14,4.6,1072.0,2193.0,5305.0,Duos
Soy malarda,319024,19,0.7,0.4,4246,2939,14345,2821907,335,0.73,1.3,26502,19181,132253,29315.0,0.0,0.68,0.0,237.0,162.0,1422.0,562849.0,48.0,0.85,1.0,4949.0,4187.0,25014.0,649222.0,41.0,92.0,0.68,0.7,5685.0,3822.0,27676.0,Duos
Kubi.,843378,224,1.78,4.8,4627,7835,34402,1128089,729,2.97,17.5,4170,10233,40962,496411.0,217.0,2.56,12.3,1768.0,3969.0,21753.0,1261972.0,448.0,2.23,7.8,5744.0,11806.0,49450.0,219907.0,86.0,108.0,4.44,8.7,983.0,3980.0,7088.0,Squads
vegard.stus,283553,217,2.26,7.4,2951,6190,11733,2379485,1972,4.26,14.3,13819,50464,81430,,,,,,,,1069105.0,878.0,2.85,10.2,8590.0,21992.0,38707.0,601204.0,475.0,480.0,4.81,14.5,3265.0,13423.0,18622.0,Duos
G o l d P r o,261820,38,1.19,1.9,1981,2311,10969,2529143,1112,2.04,8.3,13444,25101,98982,298741.0,81.0,1.83,5.5,1482.0,2565.0,13091.0,644368.0,151.0,1.32,3.2,4709.0,6016.0,27050.0,135685.0,36.0,56.0,1.71,2.6,1372.0,2283.0,4239.0,Duos
LukeShots,3460801,591,1.15,2.8,21096,23615,141823,233919,31,0.83,1.5,2063,1693,10845,,,,,,,,25688.0,4.0,0.81,1.9,209.0,167.0,1096.0,162482.0,1.0,4.0,5.34,0.2,559.0,2978.0,6088.0,Solo
4LK SmiteShotz,1285042,678,3.65,10.4,6539,21381,43926,513016,572,4.21,12.9,4432,16250,16506,810648.0,416.0,4.21,15.4,2702.0,9626.0,33356.0,1122697.0,726.0,3.29,9.9,7353.0,21802.0,41616.0,176407.0,120.0,88.0,4.84,11.9,1009.0,4299.0,5371.0,Squads
